household_type_id,ami_percentile,age_group,year,total_hh
One adult with children,20,18-24,2002,679
One adult with children,20,18-24,2003,3483
One adult with children,20,18-24,2004,730
One adult with children,20,18-24,2005,1188
One adult with children,20,18-24,2006,1066
One adult with children,20,18-24,2007,1955
One adult with children,20,18-24,2008,593
One adult with children,20,18-24,2009,1641
One adult with children,20,18-24,2010,1126
One adult with children,20,18-24,2011,1076
One adult with children,20,18-24,2012,1169
One adult with children,20,18-24,2013,2101
One adult with children,20,18-24,2014,1369
One adult with children,20,18-24,2015,217
One adult with children,20,18-24,2016,815
One adult with children,20,18-24,2017,407
One adult with children,20,18-24,2018,402
One adult with children,20,18-24,2019,592
One adult with children,20,18-24,2021,354
One adult with children,20,18-24,2022,513
One adult with children,20,18-24,2023,1642
One adult with children,20,25-44,2000,6135
One adult with children,20,25-44,2001,7344
One adult with children,20,25-44,2002,7689
One adult with children,20,25-44,2003,6595
One adult with children,20,25-44,2004,6983
One adult with children,20,25-44,2005,7371
One adult with children,20,25-44,2006,7560
One adult with children,20,25-44,2007,9991
One adult with children,20,25-44,2008,6686
One adult with children,20,25-44,2009,11602
One adult with children,20,25-44,2010,6726
One adult with children,20,25-44,2011,9906
One adult with children,20,25-44,2012,12144
One adult with children,20,25-44,2013,8485
One adult with children,20,25-44,2014,8409
One adult with children,20,25-44,2015,9989
One adult with children,20,25-44,2016,8632
One adult with children,20,25-44,2017,8034
One adult with children,20,25-44,2018,7534
One adult with children,20,25-44,2019,8626
One adult with children,20,25-44,2021,5213
One adult with children,20,25-44,2022,7549
One adult with children,20,25-44,2023,5411
One adult with children,20,45-64,2000,1797
One adult with children,20,45-64,2001,1970
One adult with children,20,45-64,2002,2770
One adult with children,20,45-64,2003,1460
One adult with children,20,45-64,2004,1987
One adult with children,20,45-64,2005,2502
One adult with children,20,45-64,2006,1595
One adult with children,20,45-64,2007,1973
One adult with children,20,45-64,2008,2282
One adult with children,20,45-64,2009,2299
One adult with children,20,45-64,2010,2015
One adult with children,20,45-64,2011,2954
One adult with children,20,45-64,2012,5674
One adult with children,20,45-64,2013,3236
One adult with children,20,45-64,2014,2632
One adult with children,20,45-64,2015,2766
One adult with children,20,45-64,2016,3545
One adult with children,20,45-64,2017,4033
One adult with children,20,45-64,2018,5108
One adult with children,20,45-64,2019,3100
One adult with children,20,45-64,2021,4013
One adult with children,20,45-64,2022,2648
One adult with children,20,45-64,2023,3675
One adult with children,20,65 and over,2000,551
One adult with children,20,65 and over,2001,399
One adult with children,20,65 and over,2002,166
One adult with children,20,65 and over,2003,645
One adult with children,20,65 and over,2004,808
One adult with children,20,65 and over,2005,373
One adult with children,20,65 and over,2006,394
One adult with children,20,65 and over,2007,219
One adult with children,20,65 and over,2008,432
One adult with children,20,65 and over,2009,462
One adult with children,20,65 and over,2010,426
One adult with children,20,65 and over,2011,622
One adult with children,20,65 and over,2012,584
One adult with children,20,65 and over,2013,560
One adult with children,20,65 and over,2014,392
One adult with children,20,65 and over,2015,853
One adult with children,20,65 and over,2016,606
One adult with children,20,65 and over,2017,722
One adult with children,20,65 and over,2018,579
One adult with children,20,65 and over,2019,1784
One adult with children,20,65 and over,2021,1368
One adult with children,20,65 and over,2022,970
One adult with children,20,65 and over,2023,1474
One adult with no children	,20,Under 18,2000,30
One adult with no children	,20,Under 18,2001,NA
One adult with no children	,20,Under 18,2002,NA
One adult with no children	,20,Under 18,2003,NA
One adult with no children	,20,Under 18,2004,NA
One adult with no children	,20,Under 18,2005,NA
One adult with no children	,20,Under 18,2006,NA
One adult with no children	,20,Under 18,2007,NA
One adult with no children	,20,Under 18,2008,NA
One adult with no children	,20,Under 18,2009,NA
One adult with no children	,20,Under 18,2010,NA
One adult with no children	,20,Under 18,2011,NA
One adult with no children	,20,Under 18,2012,NA
One adult with no children	,20,Under 18,2013,NA
One adult with no children	,20,Under 18,2014,NA
One adult with no children	,20,Under 18,2015,NA
One adult with no children	,20,Under 18,2016,NA
One adult with no children	,20,Under 18,2017,NA
One adult with no children	,20,Under 18,2018,NA
One adult with no children	,20,Under 18,2019,NA
One adult with no children	,20,Under 18,2021,380
One adult with no children	,20,Under 18,2022,NA
One adult with no children	,20,Under 18,2023,NA
One adult with no children	,20,18-24,2000,2953
One adult with no children	,20,18-24,2001,3264
One adult with no children	,20,18-24,2002,3444
One adult with no children	,20,18-24,2003,4192
One adult with no children	,20,18-24,2004,3149
One adult with no children	,20,18-24,2005,4391
One adult with no children	,20,18-24,2006,3142
One adult with no children	,20,18-24,2007,3970
One adult with no children	,20,18-24,2008,4532
One adult with no children	,20,18-24,2009,3325
One adult with no children	,20,18-24,2010,2533
One adult with no children	,20,18-24,2011,5790
One adult with no children	,20,18-24,2012,3736
One adult with no children	,20,18-24,2013,5559
One adult with no children	,20,18-24,2014,3066
One adult with no children	,20,18-24,2015,3830
One adult with no children	,20,18-24,2016,2762
One adult with no children	,20,18-24,2017,2902
One adult with no children	,20,18-24,2018,2528
One adult with no children	,20,18-24,2019,3364
One adult with no children	,20,18-24,2021,2793
One adult with no children	,20,18-24,2022,2966
One adult with no children	,20,18-24,2023,4781
One adult with no children	,20,25-44,2000,6753
One adult with no children	,20,25-44,2001,6768
One adult with no children	,20,25-44,2002,4523
One adult with no children	,20,25-44,2003,3554
One adult with no children	,20,25-44,2004,7932
One adult with no children	,20,25-44,2005,5733
One adult with no children	,20,25-44,2006,7480
One adult with no children	,20,25-44,2007,7128
One adult with no children	,20,25-44,2008,5540
One adult with no children	,20,25-44,2009,5385
One adult with no children	,20,25-44,2010,7756
One adult with no children	,20,25-44,2011,8233
One adult with no children	,20,25-44,2012,6475
One adult with no children	,20,25-44,2013,6166
One adult with no children	,20,25-44,2014,7809
One adult with no children	,20,25-44,2015,6154
One adult with no children	,20,25-44,2016,6279
One adult with no children	,20,25-44,2017,7446
One adult with no children	,20,25-44,2018,6140
One adult with no children	,20,25-44,2019,7400
One adult with no children	,20,25-44,2021,12370
One adult with no children	,20,25-44,2022,9200
One adult with no children	,20,25-44,2023,9318
One adult with no children	,20,45-64,2000,11254
One adult with no children	,20,45-64,2001,11789
One adult with no children	,20,45-64,2002,11747
One adult with no children	,20,45-64,2003,10597
One adult with no children	,20,45-64,2004,8911
One adult with no children	,20,45-64,2005,10785
One adult with no children	,20,45-64,2006,14260
One adult with no children	,20,45-64,2007,14641
One adult with no children	,20,45-64,2008,15718
One adult with no children	,20,45-64,2009,14055
One adult with no children	,20,45-64,2010,16611
One adult with no children	,20,45-64,2011,16214
One adult with no children	,20,45-64,2012,17843
One adult with no children	,20,45-64,2013,15896
One adult with no children	,20,45-64,2014,16061
One adult with no children	,20,45-64,2015,15307
One adult with no children	,20,45-64,2016,19388
One adult with no children	,20,45-64,2017,15703
One adult with no children	,20,45-64,2018,18724
One adult with no children	,20,45-64,2019,19185
One adult with no children	,20,45-64,2021,17341
One adult with no children	,20,45-64,2022,19042
One adult with no children	,20,45-64,2023,16125
One adult with no children	,20,65 and over,2000,17560
One adult with no children	,20,65 and over,2001,14256
One adult with no children	,20,65 and over,2002,19436
One adult with no children	,20,65 and over,2003,19985
One adult with no children	,20,65 and over,2004,10492
One adult with no children	,20,65 and over,2005,14818
